,구분,호선,,화장실,엘리베이터,리프트,안전발판,안전거리,충전,이전역,다음역,lon,lan,안전하차
4-동대문,동대문,4,421,1,1,1,1 ,10.3 ,1,,,127.009745,37.57142,"1-4, 4-4, 7-1, 10-1"
4-동대문역사문화공원,동대문역사문화공원,4,422,1,1,0,1 ,12.9 ,0,,,127.007896,37.565138,"1-4, 4-4, 7-1, 10-1"
4-충무로,충무로,4,423,1,1,1,1 ,9.6 ,1,,,126.99428,37.561243,"1-4, 4-4, 7-1, 10-1"
4-명동,명동,4,424,1,1,0,1 ,9.1 ,0,,,126.986325,37.560989,"1-4, 4-4, 7-1, 10-1"
4-회현,회현,4,425,1,1,0,1 ,9.3 ,0,,,126.978246,37.558514,"1-4, 4-4, 7-1, 10-1"
4-숙대입구,숙대입구,4,427,1,1,0,1 ,6.4 ,1,서울역,삼각지,126.972106,37.54456,"1-4, 4-4, 7-1, 10-1"
4-신용산,신용산,4,429,1,1,0,1 ,9.1 ,0,,,126.967894,37.52917,"1-4, 4-4, 7-1, 10-1"
4-이촌,이촌,4,430,1,1,1,1 ,9.0 ,0,,,126.974345,37.522272,"1-4, 4-4, 7-1, 10-1"
4-총신대입구,총신대입구,4,432,1,1,0,1 ,10.3 ,1,,,126.981989,37.486263,"1-4, 4-4, 7-1, 10-1"
4-남태령,남태령,4,434,1,1,0,1 ,9.9 ,0,,,126.989134,37.463873,"1-4, 4-4, 7-1, 10-1"
4-선바위,선바위,4,1450,0,0,0,1 ,9.6 ,0,,,127.002303,37.451673,"1-4, 4-4, 7-1, 10-1"
4-경마공원,경마공원,4,1451,0,0,0,1 ,11.4 ,0,,,127.007888,37.443885,"1-4, 4-4, 7-1, 10-1"
4-대공원,대공원,4,1452,0,0,0,1 ,5.3 ,1,,,127.006523,37.435675,"1-4, 4-4, 7-1, 10-1"
4-과천,과천,4,1453,0,0,0,1 ,11.2 ,0,,,126.996568,37.433021,"1-4, 4-4, 7-1, 10-1"
4-정부과천청사,정부과천청사,4,1454,0,0,0,1 ,6.4 ,0,,,126.98978,37.426513,"1-4, 4-4, 7-1, 10-1"
4-인덕원,인덕원,4,1455,0,0,0,1 ,4.3 ,0,,,126.976715,37.401553,"1-4, 4-4, 7-1, 10-1"
4-평촌,평촌,4,1456,0,0,0,1 ,6.3 ,0,,,126.963883,37.394287,"1-4, 4-4, 7-1, 10-1"
4-범계,범계,4,1457,0,0,0,0 ,6.4 ,0,,,126.950806,37.389793,"1-4, 4-4, 7-1, 10-1"
4-금정,금정,4,1458,1,0,0,1 ,8.0 ,1,,,126.943429,37.372221,"1-4, 4-4, 7-1, 10-1"
4-산본,산본,4,1751,0,0,0,1 ,6.6 ,0,,,126.933274,37.358101,"1-4, 4-4, 7-1, 10-1"
4-대야미,대야미,4,1752,0,0,0,1 ,8.5 ,0,,,126.917332,37.328467,"1-4, 4-4, 7-1, 10-1"
4-반월,반월,4,1753,0,0,0,1 ,5.7 ,0,,,126.903524,37.312212,"1-4, 4-4, 7-1, 10-1"
4-상록수,상록수,4,1754,0,0,0,1 ,6.2 ,0,,,126.866489,37.302795,"1-4, 4-4, 7-1, 10-1"
4-한대앞,한대앞,4,1755,0,0,0,1 ,6.7 ,0,,,126.85344,37.309689,"1-4, 4-4, 7-1, 10-1"
4-중앙,중앙,4,1756,0,0,0,1 ,5.2 ,0,,,126.838573,37.315941,"1-4, 4-4, 7-1, 10-1"
4-고잔,고잔,4,1757,0,0,0,0 ,6.0 ,0,,,126.823249,37.316777,"1-4, 4-4, 7-1, 10-1"
4-초지,초지,4,1758,0,0,0,0 ,6.6 ,0,,,126.805913,37.320646,"1-4, 4-4, 7-1, 10-1"
4-안산,안산,4,1759,0,0,0,1 ,5.0 ,0,,,126.788532,37.327082,"1-4, 4-4, 7-1, 10-1"
4-신길온천,신길온천,4,1760,0,0,0,1 ,5.5 ,0,,,126.765844,37.338212,"1-4, 4-4, 7-1, 10-1"
4-정왕,정왕,4,1761,0,0,0,1 ,5.5 ,0,,,126.742989,37.351735,"1-4, 4-4, 7-1, 10-1"
4-오이도,오이도,4,1762,0,0,0,1 ,6.1 ,0,,,126.738714,37.362357,"1-4, 4-4, 7-1, 10-1"
4-삼각지,삼각지,4,2629,1,1,1,0 ,9.5 ,1,,,126.97311,37.534777,"1-4, 4-4, 7-1, 10-1"
4-노원,노원,4,2715,1,1,0,1 ,7.7 ,1,,,127.061368,37.655128,"1-4, 4-4, 7-1, 10-1"
4-동작,동작,4,4120,1,0,0,0 ,11.3 ,1,,,126.979306,37.502971,"1-4, 4-4, 7-1, 10-1"
5-강일,강일,5,2562,1,1,0,0 ,-,0,,,127.176018 ,37.557521 ,"1-4, 4-1, 5-4, 8-1"
5-미사,미사,5,2563,1,1,0,0 ,-,1,,,127.192954 ,37.563290 ,"1-4, 4-1, 5-4, 8-1"
5-하남풍산,하남풍산,5,2564,1,1,0,1 ,-,1,,,127.203897 ,37.552201 ,"1-4, 4-1, 5-4, 8-1"
5-하남시청,하남시청,5,2565,1,1,0,0 ,-,0,,,127.206901 ,37.541723 ,"1-4, 4-1, 5-4, 8-1"
5-하남검단산,하남검단산,5,2566,1,1,0,1 ,-,0,,,127.223427 ,37.539729 ,"1-4, 4-1, 5-4, 8-1"
5-종로3가,종로3가,5,153,1,1,1,1 ,8.2 ,1,,,126.991806,37.571607,"1-4, 4-1, 5-4, 8-1"
5-까치산,까치산,5,200,1,0,0,0 ,8.1 ,0,,,126.846683,37.531768,"1-4, 4-1, 5-4, 8-1"
5-을지로4가,을지로4가,5,204,1,1,0,1 ,8.6 ,0,,,126.998079,37.566941,"1-4, 4-1, 5-4, 8-1"
5-왕십리,왕십리,5,208,1,1,0,1 ,8.3 ,0,,,127.037732,37.561533,"1-4, 4-1, 5-4, 8-1"
5-충정로,충정로,5,243,1,1,0,1 ,8.8 ,1,,,126.963672,37.559973,"1-4, 4-1, 5-4, 8-1"
5-동대문역사문화공원,동대문역사문화공원,5,422,1,1,0,1 ,10.0 ,0,,,127.007896,37.565138,"1-4, 4-1, 5-4, 8-1"
5-방화,방화,5,2511,1,1,0,1 ,8.4 ,1,,,126.812741,37.577446,"1-4, 4-1, 5-4, 8-1"
5-개화산,개화산,5,2512,1,1,0,1 ,10.5 ,1,,,126.806171,37.572399,"1-4, 4-1, 5-4, 8-1"
5-송정,송정,5,2514,1,1,0,1 ,7.7 ,0,,,126.811973,37.561184,"1-4, 4-1, 5-4, 8-1"
5-마곡,마곡,5,2515,1,1,0,0 ,8.2 ,0,,,126.825448,37.560183,"1-4, 4-1, 5-4, 8-1"
5-발산,발산,5,2516,1,1,0,1 ,11.5 ,0,,,126.837668,37.558598,"1-4, 4-1, 5-4, 8-1"
5-우장산,우장산,5,2517,1,1,0,1 ,8.8 ,0,,,126.836318,37.548768,"1-4, 4-1, 5-4, 8-1"
5-화곡,화곡,5,2518,1,1,0,1 ,8.0 ,0,,,126.840461,37.541513,"1-4, 4-1, 5-4, 8-1"
5-신정,신정,5,2520,1,1,0,1 ,8.7 ,0,,,126.856191,37.524997,"1-4, 4-1, 5-4, 8-1"
5-목동,목동,5,2521,1,1,0,1 ,11.7 ,0,,,126.864931,37.526065,"1-4, 4-1, 5-4, 8-1"
5-오목교,오목교,5,2522,1,1,0,1 ,8.5 ,0,,,126.875181,37.524496,"1-4, 4-1, 5-4, 8-1"
5-양평,양평,5,2523,1,1,0,1 ,8.1 ,0,,,126.885778,37.525648,"1-4, 4-1, 5-4, 8-1"
5-영등포구청,영등포구청,5,2524,1,1,1,1 ,8.2 ,0,,,126.895951,37.52497,"1-4, 4-1, 5-4, 8-1"
5-영등포시장,영등포시장,5,2525,1,1,0,1 ,8.5 ,0,,,126.905139,37.522669,"1-4, 4-1, 5-4, 8-1"
5-신길,신길,5,2526,1,1,1,1 ,12.2 ,1,,,126.917169,37.517122,"1-4, 4-1, 5-4, 8-1"
5-여의도,여의도,5,2527,1,1,0,1 ,8.3 ,0,,,126.924191,37.521624,"1-4, 4-1, 5-4, 8-1"
5-여의나루,여의나루,5,2528,1,1,0,1 ,9.1 ,0,,,126.932901,37.527098,"1-4, 4-1, 5-4, 8-1"
5-마포,마포,5,2529,1,1,0,1 ,8.8 ,0,,,126.945932,37.539574,"1-4, 4-1, 5-4, 8-1"
5-공덕,공덕,5,2530,1,1,0,1 ,8.8 ,1,,,126.951592,37.544018,"1-4, 4-1, 5-4, 8-1"
5-애오개,애오개,5,2531,1,1,0,1 ,8.1 ,1,,,126.95682,37.553736,"1-4, 4-1, 5-4, 8-1"
5-서대문,서대문,5,2533,1,1,1,1 ,10.1 ,1,,,126.966641,37.565773,"1-4, 4-1, 5-4, 8-1"
5-광화문,광화문,5,2534,1,1,1,1 ,10.1 ,1,,,126.976669,37.571026,"1-4, 4-1, 5-4, 8-1"
5-청구,청구,5,2538,1,0,0,1 ,4.7 ,0,,,127.013828,37.560245,"1-4, 4-1, 5-4, 8-1"
5-신금호,신금호,5,2539,1,1,0,1 ,8.2 ,1,,,127.020331,37.554548,"1-4, 4-1, 5-4, 8-1"
5-행당,행당,5,2540,1,1,0,1 ,8.2 ,0,,,127.029476,37.557322,"1-4, 4-1, 5-4, 8-1"
5-마장,마장,5,2542,1,1,0,0 ,8.8 ,1,,,127.042973,37.5661,"1-4, 4-1, 5-4, 8-1"
5-답십리,답십리,5,2543,1,1,1,1 ,8.8 ,1,,,127.052704,37.566747,"1-4, 4-1, 5-4, 8-1"
5-장한평,장한평,5,2544,1,1,1,0 ,9.0 ,1,,,127.064623,37.56144,"1-4, 4-1, 5-4, 8-1"
5-아차산,아차산,5,2546,1,1,0,1 ,8.7 ,1,,,127.089761,37.551691,"1-4, 4-1, 5-4, 8-1"
5-광나루,광나루,5,2547,1,1,1,1 ,9.6 ,1,,,127.10357,37.545303,"1-4, 4-1, 5-4, 8-1"
5-강동,강동,5,2549,1,1,1,0 ,9.0 ,0,,,127.132481,37.535804,"1-4, 4-1, 5-4, 8-1"
5-길동,길동,5,2550,1,1,0,0 ,8.5 ,0,,,127.140004,37.537801,"1-4, 4-1, 5-4, 8-1"
5-굽은다리,굽은다리,5,2551,1,1,0,1 ,9.3 ,0,,,127.142853,37.545477,"1-4, 4-1, 5-4, 8-1"
5-명일,명일,5,2552,1,1,0,1 ,9.7 ,0,,,127.143999,37.55137,"1-4, 4-1, 5-4, 8-1"
5-고덕,고덕,5,2553,1,1,0,0 ,8.7 ,0,,,127.154151,37.555004,"1-4, 4-1, 5-4, 8-1"
5-상일동,상일동,5,2554,1,1,1,0 ,8.9 ,0,,,127.166417,37.556712,"1-4, 4-1, 5-4, 8-1"
5-둔촌동,둔촌동,5,2555,1,1,0,0 ,8.6 ,1,,,127.136248,37.527788,"1-4, 4-1, 5-4, 8-1"
5-올림픽공원,올림픽공원,5,2556,1,1,0,0 ,8.4 ,1,,,127.130848,37.516078,"1-4, 4-1, 5-4, 8-1"
5-방이,방이,5,2557,1,1,0,0 ,8.5 ,0,,,127.126133,37.508857,"1-4, 4-1, 5-4, 8-1"
5-오금,오금,5,2558,1,1,0,0 ,9.0 ,0,,,127.128111,37.502162,"1-4, 4-1, 5-4, 8-1"
5-개롱,개롱,5,2559,1,1,0,0 ,7.6 ,0,,,127.13482,37.498079,"1-4, 4-1, 5-4, 8-1"
5-거여,거여,5,2560,1,1,0,1 ,10.4 ,0,,,127.14415,37.493105,"1-4, 4-1, 5-4, 8-1"
5-마천,마천,5,2561,1,1,1,0 ,7.4 ,1,,,127.152781,37.49499,"1-4, 4-1, 5-4, 8-1"
5-군자,군자,5,2727,1,1,0,0 ,9.1 ,1,,,127.079542,37.557121,"1-4, 4-1, 5-4, 8-1"
5-천호,천호,5,2812,1,1,1,0 ,10.0 ,1,,,127.123572,37.538397,"1-4, 4-1, 5-4, 8-1"
5-김포공항,김포공항,5,4102,1,0,0,0 ,10.3 ,0,,,126.801058,37.562434,"1-4, 4-1, 5-4, 8-1"
6-신내,신내,6,2649,0,1,0,0 ,-,0,,,127.104326,37.612571,"1-4, 4-1, 5-4, 8-1"
6-동묘앞,동묘앞,6,159,1,1,0,1 ,5.8 ,1,,,127.016158,37.566174,"1-4, 4-1, 5-4, 8-1"
6-신당,신당,6,206,1,1,0,1 ,5.2 ,0,,,127.013776,37.560221,"1-4, 4-1, 5-4, 8-1"
6-합정,합정,6,238,1,1,0,1 ,13.3 ,1,,,126.910129,37.556031,"1-4, 4-1, 5-4, 8-1"
6-불광,불광,6,312,1,1,0,1 ,9.4 ,1,,,126.929504,37.610919,"1-4, 4-1, 5-4, 8-1"
6-약수,약수,6,323,1,1,0,1 ,4.7 ,1,,,127.006948,37.547933,"1-4, 4-1, 5-4, 8-1"
6-공덕,공덕,6,2530,1,1,0,1 ,5.0 ,1,,,126.942214,37.547732,"1-4, 4-1, 5-4, 8-1"
6-청구,청구,6,2538,1,0,0,1 ,4.9 ,0,,,127.010237,37.554087,"1-4, 4-1, 5-4, 8-1"
6-응암,응암,6,2611,1,1,0,1 ,11.0 ,1,,,126.915583,37.59859,"1-4, 4-1, 5-4, 8-1"
6-역촌,역촌,6,2612,1,1,0,0 ,6.6 ,0,,,126.922764,37.60605,"1-4, 4-1, 5-4, 8-1"
6-독바위,독바위,6,2614,1,1,0,1 ,10.9 ,1,,,126.933035,37.618413,"1-4, 4-1, 5-4, 8-1"
6-연신내,연신내,6,2615,1,1,0,1 ,14.8 ,1,,,127.091375,37.617293,"1-4, 4-1, 5-4, 8-1"
6-구산,구산,6,2616,1,1,1,1 ,12.4 ,0,,,126.920519,37.618596,"1-4, 4-1, 5-4, 8-1"
6-새절,새절,6,2617,1,1,1,0 ,6.9 ,1,,,126.917246,37.611223,"1-4, 4-1, 5-4, 8-1"
6-증산,증산,6,2618,1,1,0,0 ,5.2 ,1,,,126.913613,37.591148,"1-4, 4-1, 5-4, 8-1"
6-디지털미디어시티,디지털미디어시티,6,2619,1,1,1,0 ,8.0 ,0,,,126.909785,37.583989,"1-4, 4-1, 5-4, 8-1"
6-월드컵경기장,월드컵경기장,6,2620,1,1,0,1 ,8.0 ,1,,,126.898643,37.577005,"1-4, 4-1, 5-4, 8-1"
6-마포구청,마포구청,6,2621,1,1,1,0 ,5.8 ,0,,,126.899077,37.569439,"1-4, 4-1, 5-4, 8-1"
6-망원,망원,6,2622,1,1,0,0 ,5.0 ,1,,,126.903326,37.563535,"1-4, 4-1, 5-4, 8-1"
6-상수,상수,6,2624,1,1,1,0 ,5.0 ,0,,,126.913546,37.549033,"1-4, 4-1, 5-4, 8-1"
6-광흥창,광흥창,6,2625,1,1,1,0 ,5.0 ,1,,,126.92292,37.547704,"1-4, 4-1, 5-4, 8-1"
6-대흥,대흥,6,2626,1,1,1,0 ,5.0 ,0,,,126.931971,37.547464,"1-4, 4-1, 5-4, 8-1"
6-효창공원앞,효창공원앞,6,2628,1,1,1,0 ,7.2 ,0,공덕,삼각지,126.951664,37.543592,"1-4, 4-1, 5-4, 8-1"
6-삼각지,삼각지,6,2629,1,1,1,0 ,6.3 ,1,,,126.961348,37.539279,"1-4, 4-1, 5-4, 8-1"
6-녹사평,녹사평,6,2630,1,1,0,1 ,7.8 ,0,,,126.973996,37.535563,"1-4, 4-1, 5-4, 8-1"
6-이태원,이태원,6,2631,1,1,0,0 ,4.8 ,0,,,126.98665,37.53469,"1-4, 4-1, 5-4, 8-1"
6-한강진,한강진,6,2632,1,1,0,0 ,4.9 ,1,,,126.994369,37.534485,"1-4, 4-1, 5-4, 8-1"
6-버티고개,버티고개,6,2633,1,1,0,1 ,9.0 ,0,,,127.001729,37.53956,"1-4, 4-1, 5-4, 8-1"
6-창신,창신,6,2638,1,1,0,1 ,7.3 ,0,,,127.015666,37.572275,"1-4, 4-1, 5-4, 8-1"
6-보문,보문,6,2639,1,1,0,0 ,5.4 ,1,,,127.015246,37.579772,"1-4, 4-1, 5-4, 8-1"
6-안암,안암,6,2640,1,1,0,0 ,4.5 ,0,,,127.019377,37.585293,"1-4, 4-1, 5-4, 8-1"
6-고려대,고려대,6,2641,1,1,0,1 ,8.5 ,1,,,127.02903,37.586261,"1-4, 4-1, 5-4, 8-1"
6-월곡,월곡,6,2642,1,1,1,1 ,9.0 ,1,,,127.03626,37.59034,"1-4, 4-1, 5-4, 8-1"
6-상월곡,상월곡,6,2643,1,1,1,0 ,3.9 ,0,,,127.041492,37.60192,"1-4, 4-1, 5-4, 8-1"
6-돌곶이,돌곶이,6,2644,1,1,0,0 ,5.0 ,1,,,127.048509,37.606392,"1-4, 4-1, 5-4, 8-1"
6-석계,석계,6,2645,1,1,1,0 ,5.0 ,0,,,127.056419,37.610522,"1-4, 4-1, 5-4, 8-1"
6-화랑대,화랑대,6,2647,1,1,0,1 ,10.3 ,1,,,127.074741,37.617319,"1-4, 4-1, 5-4, 8-1"
6-봉화산,봉화산,6,2648,1,1,1,0 ,5.0 ,1,,,127.084106,37.619875,"1-4, 4-1, 5-4, 8-1"
6-태릉입구,태릉입구,6,2719,1,1,0,1 ,5.8 ,1,,,127.065922,37.614937,"1-4, 4-1, 5-4, 8-1"
7-산곡,산곡,7,-,1,0,0,0 ,-,0,,,-,-,"1-4, 4-1, 5-4, 8-1"
7-부평구청,부평구청,7,2761,1,1,0,0 ,5.9 ,0,,,126.720548 ,37.508336 ,"1-4, 4-1, 5-4, 8-1"
7-굴포천,굴포천,7,2760,1,1,0,0 ,5.0 ,0,,,126.731280 ,37.506997 ,"1-4, 4-1, 5-4, 8-1"
7-삼산체육관,삼산체육관,7,2759,1,1,0,0 ,7.7 ,0,,,126.742153 ,37.506411 ,"1-4, 4-1, 5-4, 8-1"
7-상동,상동,7,2758,1,1,0,0 ,4.8 ,0,,,126.753083 ,37.505781 ,"1-4, 4-1, 5-4, 8-1"
7-부천시청,부천시청,7,2757,1,1,0,0 ,4.3 ,1,,,126.763538 ,37.504631 ,"1-4, 4-1, 5-4, 8-1"
7-신중동,신중동,7,2756,1,1,0,0 ,4.1 ,0,,,126.775960 ,37.503048 ,"1-4, 4-1, 5-4, 8-1"
7-춘의,춘의,7,2755,1,1,0,0 ,5.5 ,0,,,126.787036 ,37.503663 ,"1-4, 4-1, 5-4, 8-1"
7-부천종합운동장,부천종합운동장,7,2754,1,1,0,0 ,4.7 ,0,,,126.797337 ,37.505380 ,"1-4, 4-1, 5-4, 8-1"
7-까치울,까치울,7,"	2753",1,0,0,0 ,4.1 ,0,,,126.810939 ,37.506207 ,"1-4, 4-1, 5-4, 8-1"
7-석남,석남,7,3213,1,0,0,0 ,-,0,,,-,-,"1-4, 4-1, 5-4, 8-1"
7-건대입구,건대입구,7,212,1,1,0,1 ,9.6 ,1,,,127.07023,37.540693,"1-4, 4-1, 5-4, 8-1"
7-총신대입구,총신대입구,7,432,1,1,0,1 ,7.5 ,1,,,126.981989,37.486263,"1-4, 4-1, 5-4, 8-1"
7-장암,장암,7,2711,1,1,0,0 ,7.7 ,0,,,127.053196,37.700109,"1-4, 4-1, 5-4, 8-1"
7-도봉산,도봉산,7,2712,1,1,0,1 ,11.9 ,1,,,127.046222,37.689313,"1-4, 4-1, 5-4, 8-1"
7-수락산,수락산,7,2713,1,1,1,1 ,8.2 ,1,,,127.055315,37.67785,"1-4, 4-1, 5-4, 8-1"
7-마들,마들,7,2714,1,1,1,1 ,8.7 ,1,,,127.057675,37.66494,"1-4, 4-1, 5-4, 8-1"
7-노원,노원,7,2715,1,1,0,1 ,9.0 ,1,,,127.061368,37.655128,"1-4, 4-1, 5-4, 8-1"
7-중계,중계,7,2716,1,1,0,1 ,10.6 ,1,,,127.064303,37.644583,"1-4, 4-1, 5-4, 8-1"
7-하계,하계,7,2717,1,1,0,1 ,8.9 ,1,,,127.06799,37.636352,"1-4, 4-1, 5-4, 8-1"
7-공릉,공릉,7,2718,1,1,0,1 ,11.6 ,0,,,127.072896,37.625742,"1-4, 4-1, 5-4, 8-1"
7-태릉입구,태릉입구,7,2719,1,1,0,1 ,9.0 ,1,,,127.07512,37.617983,"1-4, 4-1, 5-4, 8-1"
7-먹골,먹골,7,2720,1,1,0,1 ,8.0 ,1,,,127.077725,37.610637,"1-4, 4-1, 5-4, 8-1"
7-중화,중화,7,2721,1,1,0,1 ,8.6 ,1,,,127.079264,37.602545,"1-4, 4-1, 5-4, 8-1"
7-상봉,상봉,7,2722,1,1,0,1 ,5.2 ,0,,,127.085032,37.596362,"1-4, 4-1, 5-4, 8-1"
7-면목,면목,7,2723,1,1,0,1 ,9.8 ,1,,,127.087503,37.588579,"1-4, 4-1, 5-4, 8-1"
7-사가정,사가정,7,2724,1,1,0,1 ,8.3 ,1,,,127.088478,37.580894,"1-4, 4-1, 5-4, 8-1"
7-용마산,용마산,7,2725,1,1,0,1 ,7.6 ,1,,,127.086727,37.573647,"1-4, 4-1, 5-4, 8-1"
7-중곡,중곡,7,2726,1,1,0,1 ,8.9 ,1,,,127.08432,37.565923,"1-4, 4-1, 5-4, 8-1"
7-군자,군자,7,2727,1,1,0,0 ,8.9 ,1,,,127.079542,37.557121,"1-4, 4-1, 5-4, 8-1"
7-어린이대공원,어린이대공원,7,2728,1,1,1,1 ,8.9 ,1,,,127.074658,37.548014,"1-4, 4-1, 5-4, 8-1"
7-뚝섬유원지,뚝섬유원지,7,2730,1,1,0,0 ,4.9 ,0,,,127.066704,37.53154,"1-4, 4-1, 5-4, 8-1"
7-청담,청담,7,2731,1,1,1,0 ,5.1 ,0,,,127.05335,37.519365,"1-4, 4-1, 5-4, 8-1"
7-강남구청,강남구청,7,2732,1,1,1,1 ,8.8 ,0,,,127.04128,37.517186,"1-4, 4-1, 5-4, 8-1"
7-학동,학동,7,2733,1,1,0,0 ,6.5 ,0,,,127.031656,37.514229,"1-4, 4-1, 5-4, 8-1"
7-논현,논현,7,2734,1,1,1,0 ,5.0 ,1,,,127.021415,37.511093,"1-4, 4-1, 5-4, 8-1"
7-반포,반포,7,2735,1,1,1,0 ,5.0 ,1,,,127.011727,37.508178,"1-4, 4-1, 5-4, 8-1"
7-내방,내방,7,2737,1,1,0,0 ,5.0 ,1,,,126.993513,37.487618,"1-4, 4-1, 5-4, 8-1"
7-남성,남성,7,2739,1,1,0,1 ,5.6 ,0,,,126.971251,37.484596,"1-4, 4-1, 5-4, 8-1"
7-숭실대입구,숭실대입구,7,2740,1,1,0,0 ,5.0 ,0,,,126.953822,37.496029,"1-4, 4-1, 5-4, 8-1"
7-상도,상도,7,2741,1,1,0,0 ,5.0 ,0,,,126.94791,37.502834,"1-4, 4-1, 5-4, 8-1"
7-장승배기,장승배기,7,2742,1,1,0,1 ,10.0 ,0,,,126.93915,37.504898,"1-4, 4-1, 5-4, 8-1"
7-신대방삼거리,신대방삼거리,7,2743,1,1,0,0 ,5.0 ,0,,,126.928276,37.499701,"1-4, 4-1, 5-4, 8-1"
7-보라매,보라매,7,2744,1,1,0,0 ,5.0 ,0,,,126.920428,37.499872,"1-4, 4-1, 5-4, 8-1"
7-신풍,신풍,7,2745,1,1,0,1 ,5.0 ,1,,,126.90993,37.50008,"1-4, 4-1, 5-4, 8-1"
7-대림,대림,7,2746,1,1,1,0 ,5.0 ,1,,,126.895801,37.49297,"1-4, 4-1, 5-4, 8-1"
7-남구로,남구로,7,2747,1,0,1,1 ,6.5 ,0,,,126.887249,37.486056,"1-4, 4-1, 5-4, 8-1"
7-가산디지털단지,가산디지털단지,7,2748,1,1,1,1 ,8.5 ,0,,,126.882343,37.481072,"1-4, 4-1, 5-4, 8-1"
7-철산,철산,7,2749,1,1,0,1 ,9.5 ,0,,,126.867911,37.47605,"1-4, 4-1, 5-4, 8-1"
7-광명사거리,광명사거리,7,2750,1,1,1,0 ,5.8 ,1,,,126.854876,37.479252,"1-4, 4-1, 5-4, 8-1"
7-천왕,천왕,7,2751,1,1,0,1 ,8.9 ,1,,,126.838713,37.486637,"1-4, 4-1, 5-4, 8-1"
1-온양온천,온양온천,1,1407,1,0,0,1 ,-,2,,,127.003249,36.780483,"1-4, 4-4, 7-1, 10-1"
7-온수,온수,7,2752,1,1,1,0 ,6.4 ,1,,,126.823388,37.492258,"1-4, 4-1, 5-4, 8-1"
7-고속터미널,고속터미널,7,4123,1,0,0,0 ,11.5 ,1,,,127.004943,37.50481,"1-4, 4-1, 5-4, 8-1"
8-암사,암사,8,2811,1,1,0,0 ,5.0 ,0,,,127.127562,37.55021,"1-4, 6-1"
8-천호,천호,8,2812,1,1,1,0 ,6.5 ,1,,,127.123572,37.538397,"1-4, 6-1"
8-강동구청,강동구청,8,2813,1,1,0,0 ,7.6 ,1,,,127.120508,37.530341,"1-4, 6-1"
8-몽촌토성,몽촌토성,8,2814,1,1,0,1 ,9.9 ,1,,,127.112359,37.517409,"1-4, 6-1"
8-잠실,잠실,8,2815,1,1,1,1 ,9.0 ,1,,,127.102234,37.51395,"1-4, 6-1"
8-석촌,석촌,8,2816,1,1,0,0 ,8.9 ,1,,,127.106979,37.505431,"1-4, 6-1"
8-송파,송파,8,2817,1,1,0,0 ,8.4 ,0,,,127.112183,37.499703,"1-4, 6-1"
8-가락시장,가락시장,8,2818,1,1,0,0 ,8.9 ,1,,,127.118234,37.492522,"1-4, 6-1"
8-문정,문정,8,2819,1,1,0,0 ,8.6 ,1,,,127.1225,37.485855,"1-4, 6-1"
8-장지,장지,8,2820,1,1,0,0 ,8.5 ,1,,,127.126191,37.478703,"1-4, 6-1"
8-복정,복정,8,2821,1,1,1,0 ,8.7 ,1,,,127.126662,37.470047,"1-4, 6-1"
8-산성,산성,8,2822,1,1,0,1 ,9.3 ,1,,,127.149908,37.457122,"1-4, 6-1"
8-남한산성입구,남한산성입구,8,2823,1,1,1,0 ,8.7 ,1,,,127.159816,37.451535,"1-4, 6-1"
8-단대오거리,단대오거리,8,2824,1,1,0,1 ,9.9 ,1,,,127.156866,37.44521,"1-4, 6-1"
8-신흥,신흥,8,2825,1,1,0,0 ,8.9 ,1,,,127.147564,37.440918,"1-4, 6-1"
8-수진,수진,8,2826,1,1,1,0 ,9.1 ,1,,,127.140722,37.437428,"1-4, 6-1"
8-모란,모란,8,2827,1,1,1,1 ,9.4 ,1,,,127.129087,37.43213,"1-4, 6-1"
8-남위례,남위례,8,2828,1,1,0,0 ,-,1,,,127.139047,37.462839,"1-4, 6-1"
9-여의도,여의도,9,2527,1,1,0,1 ,5.7 ,0,,,126.924191,37.521624, 1-4
9-개화,개화,9,4101,1,0,0,0 ,5.1 ,0,,,126.798153,37.578608, 1-4
9-김포공항,김포공항,9,4102,1,0,0,0 ,5.3 ,0,,,126.801058,37.562434, 1-4
9-공항시장,공항시장,9,4103,1,0,0,0 ,9.3 ,0,,,126.810678,37.563726, 1-4
9-신방화,신방화,9,4104,1,0,0,0 ,7.9 ,0,,,126.816601,37.567532, 1-4
9-마곡나루,마곡나루,9,4105,0,0,0,0 ,7.5 ,0,,,126.829497,37.567336, 1-4
9-양천향교,양천향교,9,4106,1,0,0,0 ,7.4 ,0,,,126.841333,37.568381, 1-4
9-가양,가양,9,4107,1,0,0,0 ,5.5 ,1,,,126.854456,37.561391, 1-4
9-증미,증미,9,4108,1,0,0,0 ,7.2 ,0,,,126.861939,37.557402, 1-4
9-등촌,등촌,9,4109,1,0,0,0 ,7.4 ,0,,,126.865689,37.550632, 1-4
9-염창,염창,9,4110,1,0,0,0 ,8.3 ,0,,,126.874916,37.546936, 1-4
9-신목동,신목동,9,4111,1,0,0,0 ,7.8 ,0,,,126.88308,37.544277, 1-4
9-선유도,선유도,9,4112,1,0,0,0 ,5.6 ,0,,,126.893525,37.53802, 1-4
9-당산,당산,9,4113,1,0,0,0 ,5.3 ,0,,,126.902281,37.53438, 1-4
9-국회의사당,국회의사당,9,4114,1,0,0,0 ,7.9 ,0,,,126.917874,37.528105, 1-4
